JHWY	INTERSECTION	TYPE	LATITUDE	LONGITUDE
j64	VALLO	RPRT_PT 	40.626806	77.438444
j64	RAV  	VORTAC  	40.553389	76.599389
j64	SUZIE	RPRT_PT 	40.453250	75.972750
j64	RBV  	VORTAC  	40.202389	74.495000
j65	SAT  	VORTAC  	29.644028	98.461361
j65	WEELS	RPRT_PT 	31.235722	99.863444
j65	ABI  	VORTAC  	32.481361	99.863444
j65	CME  	VORTAC  	33.337500	104.621250
j65	TCS  	VORTAC  	33.282528	107.280528
j65	TMACK	RPRT_PT 	33.319222	108.045528
j65	TAGGS	RPRT_PT 	33.420000	111.173806
j65	PXR  	VORTAC  	33.433028	111.970194
j65	KOFFA	RPRT_PT 	33.463583	113.348861
j65	SALOM	RPRT_PT 	33.516194	113.888889
j65	BLH  	VORTAC  	33.596056	114.761194
j65	DECAS	RPRT_PT 	33.823639	115.456750
j65	PMD  	VORTAC  	34.631417	118.063833
j65	LANDO	RPRT_PT 	35.012444	118.616389
j65	EHF  	VORTAC  	35.484556	119.097306
j65	CZQ  	VORTAC  	36.884306	119.815139
j65	SAC  	VORTAC  	38.443667	121.551611
j65	RBL  	VORTAC  	40.098917	122.236361
j65	LMT  	VORTAC  	42.153139	121.727528
j65	SEA  	VORTAC  	47.435389	122.309611
j66	EWM  	VORTAC  	31.951750	106.272389
j66	ABI  	VORTAC  	32.481361	99.863444
j66	DFW  	VORTAC  	32.865917	97.028056
j66	BYP  	VORTAC  	33.537500	96.234083
j66	DECOD	RPRT_PT 	33.816111	95.295778
j66	GLOVE	RPRT_PT 	33.871917	95.104167
j66	MEEOW	RPRT_PT 	34.318083	93.523583
j66	LIT  	VORTAC  	34.677667	92.180500
j66	MEM  	VORTAC  	35.062639	89.981583
j66	WODDY	RPRT_PT 	34.437556	86.488111
j66	RMG  	VORTAC  	34.162556	85.119417
j67	LIN  	VORTAC  	38.074583	121.003861
j67	LKV  	VORTAC  	42.492861	120.507111
j67	BTG  	VORTAC  	45.747806	122.591528
j68	GEP  	VORTAC  	45.145694	93.373194
j68	NICKL	RPRT_PT 	44.755389	91.825056
j68	DLL  	VORTAC  	43.550861	89.763583
j68	BAE  	VORTAC  	43.116861	88.284361
j68	TP   	TRNG_PT 	43.198444	86.273278
j68	FNT  	VORTAC  	42.966056	83.741083
j68	ATTIX	RPRT_PT 	42.917111	83.430472
j68	GOOSS	RPRT_PT 	42.680417	82.003917
j68	DKK  	VORTAC  	42.490556	79.274111
j68	HNK  	VOR     	42.063056	75.316278
j68	DWITE	COORDN FIX	42.101000	74.948194
j68	PONEE	RPRT_PT 	42.269611	73.139861
j68	TP   	TRNG_PT 	42.288417	72.916361
j68	SWALO	RPRT_PT 	42.062250	72.183222
j68	PUT  	VOR     	41.955472	71.844111
j68	PVD  	VORTAC  	41.724333	71.429639
j68	ACK  	VOR     	41.281833	70.026694
j69	SJI  	VORTAC  	30.726000	88.359278
j69	CHATO	COORDN FIX	31.451861	88.132361
j69	DELBE	RPRT_PT 	33.229500	87.560722
j69	VUZ  	VORTAC  	33.670194	86.899806
j70	HQM  	VORTAC  	46.947028	124.149278
j70	ELMAA	RPRT_PT 	47.148028	123.409611
j70	SEA  	VORTAC  	47.435389	122.309611
j70	EPH  	VORTAC  	47.377917	119.424000
j70	MLP  	VOR     	47.456917	115.646056
j70	LWT  	VORTAC  	47.052972	109.606167
j70	DIK  	VORTAC  	46.859972	102.773500
j70	ABR  	VOR     	45.417389	98.368722
j70	GEP  	VORTAC  	45.145694	93.373194
j70	NICKL	RPRT_PT 	44.755389	91.825056
j70	AUGER	RPRT_PT 	44.298778	90.134806
j70	BAE  	VORTAC  	43.116861	88.284361
j70	PMM  	VOR     	42.465472	86.105861
j70	ALPHE	RPRT_PT 	42.435889	84.509889
j70	DUNKS	RPRT_PT 	42.427417	84.194250
j70	SVM  	VORTAC  	42.408861	83.594194
j70	BROKK	RPRT_PT 	42.331556	81.581972
j70	BEWEL	RPRT_PT 	42.289861	80.761944
j70	JHW  	VOR     	42.188611	79.121278
j70	HOXIE	RPRT_PT 	41.865028	77.852611
j70	LVZ  	VORTAC  	41.272806	75.689472
j70	JENNO	RPRT_PT 	41.152944	75.331417
j70	HARTY	RPRT_PT 	41.071194	75.089889
j70	STW  	VOR     	40.995833	74.869028
j70	LGA  	VOR     	40.783722	73.868611
j70	JFK  	VOR     	40.632889	73.771389
j71	MEM  	VORTAC  	35.062639	89.981583
j71	ENL  	VORTAC  	38.420028	89.159000
j71	BOSIE	RPRT_PT 	38.662528	89.050639
j71	CAROL	RPRT_PT 	38.839222	88.971167
j71	COWES	RPRT_PT 	39.278111	88.772000
j71	GORDO	RPRT_PT 	39.875694	88.496472
j71	RBS  	VOR     	40.581694	88.164278
j71	OBK  	VORTAC  	42.223806	87.951639
j72	BLD  	VORTAC  	35.995778	114.863583
j72	PGS  	VORTAC  	35.624722	113.544472
j72	DILCO	RPRT_PT 	35.531250	110.065361
j72	GUP  	VORTAC  	35.476000	108.872611
j72	LORAT	RPRT_PT 	35.144333	107.278167
j72	ABQ  	VORTAC  	35.043806	106.816306
j72	MIERA	RPRT_PT 	34.956889	106.114139
j72	TXO  	VORTAC  	34.495111	102.839667
j72	TURKI	RPRT_PT 	34.294194	101.002667
j72	BEEFS	RPRT_PT 	34.204194	100.254528
j72	SPS  	VORTAC  	33.987250	98.593500
j72	BATIK	RPRT_PT 	33.487639	97.887583
j72	DFW  	VORTAC  	32.865917	97.028056
j73	DHP  	VORTAC  	25.799972	80.349028
j73	WINCO	RPRT_PT 	26.417361	80.971806
j73	LBV  	VORTAC  	26.828167	81.391444
j73	LAL  	VORTAC  	27.986194	82.013889
j73	BLRNE	RPRT_PT 	29.232000	83.138333
j73	TLH  	VORTAC  	30.556167	84.373972
j73	GOONS	RPRT_PT 	31.867083	84.805750
j73	LGC  	VORTAC  	33.049083	85.206194
j73	BNA  	VORTAC  	36.136972	86.684778
j73	PXV  	VORTAC  	37.928333	87.762389
j73	TILMN	RPRT_PT 	39.495556	87.828694
j73	GUIDO	RPRT_PT 	40.290556	87.863500
j73	OBK  	VORTAC  	42.223806	87.951639
j74	LAX  	VORTAC  	33.933139	118.432028
j74	PDZ  	VORTAC  	33.918361	117.530000
j74	PKE  	VORTAC  	34.102000	114.682083
j74	PAYSO	RPRT_PT 	34.354472	110.795028
j74	CHEAR	RPRT_PT 	34.369889	110.471222
j74	SJN  	VORTAC  	34.424056	109.143528
j74	CNX  	VORTAC  	34.367028	105.678000
j74	TXO  	VORTAC  	34.495111	102.839667
j74	IRW  	VORTAC  	35.358583	97.609222
j75	DHP  	VORTAC  	25.799972	80.349028
j75	TP   	TRNG_PT 	25.854694	80.491667
j75	KUBIC	RPRT_PT 	26.097667	80.949528
j75	RSW  	VORTAC  	26.529889	81.775778
j75	TEPEE	RPRT_PT 	28.000306	82.366472
j75	HITTR	RPRT_PT 	29.096250	82.446972
j75	TAY  	VORTAC  	30.504639	82.552917
j75	DUNKN	RPRT_PT 	31.978306	81.965444
j75	TREAL	RPRT_PT 	33.069694	81.441056
j75	CAE  	VORTAC  	33.857250	81.053833
j75	GLOVR	RPRT_PT 	35.506778	80.247556
j75	GSO  	VORTAC  	36.045694	79.976361
j75	DRAIK	RPRT_PT 	37.133944	78.982944
j75	GVE  	VORTAC  	38.013556	78.152944
j75	BINKS	RPRT_PT 	39.051944	77.029889
j75	MURPH	RPRT_PT 	39.464222	76.385333
j75	SACRI	RPRT_PT 	39.602056	76.173528
j75	MXE  	VORTAC  	39.918056	75.670806
j75	COPES	RPRT_PT 	40.130722	75.376806
j75	BIGGY	RPRT_PT 	40.419667	74.972639
j75	SBJ  	VOR     	40.583028	74.741750
j75	DUEYS	RPRT_PT 	41.152639	73.796806
j75	CMK  	VOR     	41.280056	73.581361
j75	GREKI	RPRT_PT 	41.480000	73.314167
j75	JUDDS	RPRT_PT 	41.634694	73.105722
j75	NELIE	RPRT_PT 	41.926222	72.713389
j75	SWALO	RPRT_PT 	42.062250	72.183222
j75	BOS  	VORTAC  	42.357472	70.989556
j76	LAS  	VORTAC  	36.079694	115.159806
j76	RENTT	RPRT_PT 	36.070028	113.638417
j76	TP   	TRNG_PT 	36.060083	112.992417
j76	TBC  	VORTAC  	36.121333	111.269583
j76	TANER	RPRT_PT 	35.868306	107.428528
j76	LVS  	VORTAC  	35.657583	105.135583
j76	TCC  	VORTAC  	35.182139	103.598528
j76	SONYA	RPRT_PT 	34.244472	99.590472
j76	SPS  	VORTAC  	33.987250	98.593500
j76	BATIK	RPRT_PT 	33.487639	97.887583
j76	DFW  	VORTAC  	32.865917	97.028056
j77	BOS  	VORTAC  	42.357472	70.989556
j77	BAF  	VORTAC  	42.161944	72.716194
j77	BIGGO	RPRT_PT 	41.955806	73.067944
j77	GANDE	RPRT_PT 	41.510167	73.814556
j77	SAX  	VORTAC  	41.067500	74.538333
j77	BWZ  	VOR     	40.798444	74.821833
j77	PTW  	VORTAC  	40.222278	75.560278
j77	BYRDD	RPRT_PT 	40.092194	75.818694
j77	HAAGN	RPRT_PT 	39.961500	76.076194
j77	PENSY	RPRT_PT 	39.907222	76.182528
j77	EMI  	VORTAC  	39.495028	76.978528
j78	LAX  	VORTAC  	33.933139	118.432028
j78	SLI  	VORTAC  	33.783306	118.054750
j78	TRM  	VORTAC  	33.628139	116.160194
j78	PKE  	VORTAC  	34.102000	114.682083
j78	DRK  	VORTAC  	34.702583	112.480250
j78	PYRIT	RPRT_PT 	34.869556	110.511417
j78	ZUN  	VORTAC  	34.965750	109.154500
j78	ABQ  	VORTAC  	35.043806	106.816306
j78	TCC  	VORTAC  	35.182139	103.598528
j78	AMA  	VORTAC  	35.287528	101.639306
j78	CRUSR	RPRT_PT 	35.350583	98.889417
j78	SERTS	RPRT_PT 	35.354250	98.869944
j78	IRW  	VORTAC  	35.358583	97.609222
j78	TUL  	VORTAC  	36.196278	95.788083
j78	FAM  	VORTAC  	37.673444	90.234028
j78	PLESS	RPRT_PT 	37.809639	88.963278
j78	IIU  	VORTAC  	38.103556	85.577472
j78	DACOS	RPRT_PT 	38.204222	84.241028
j78	HVQ  	VORTAC  	38.349667	81.769917
j78	GEFFS	RPRT_PT 	39.013833	80.813889
j78	LOONS	RPRT_PT 	39.507778	80.122417
j78	PSB  	VORTAC  	40.916250	77.992722
j78	MIP  	VORTAC  	41.023389	76.665306
j79	EYW  	VORTAC  	24.585778	81.800500
j79	CARNU	RPRT_PT 	25.138361	81.325583
j79	DVALL	RPRT_PT 	25.514694	80.998944
j79	DHP  	VORTAC  	25.799972	80.349028
j79	PBI  	VORTAC  	26.680056	80.086528
j79	VRB  	VORTAC  	27.678417	80.489611
j79	MALET	RPRT_PT 	28.691917	80.867639
j79	OMN  	VORTAC  	29.303250	81.112694
j79	BEENO	RPRT_PT 	30.636500	81.220500
j79	MILIE	RPRT_PT 	31.331444	81.171778
j79	CHS  	VORTAC  	32.894306	80.037806
j79	JOINT	RPRT_PT 	33.866972	79.323278
j79	MULLS	RPRT_PT 	34.278778	79.014833
j79	BLAMO	RPRT_PT 	35.414556	78.145222
j79	TYI  	VORTAC  	35.976778	77.703750
j79	FKN  	VORTAC  	36.714222	77.012306
j79	KATZN	RPRT_PT 	36.968694	76.783389
j79	LEESA	RPRT_PT 	37.487167	76.310917
j79	SBY  	VORTAC  	38.345000	75.510583
j79	VILLS	RPRT_PT 	39.301056	75.110528
j79	JOANI	RPRT_PT 	40.304083	74.108361
j79	JFK  	VOR     	40.632889	73.771389
j79	HOFFI	RPRT_PT 	40.800972	72.461694
j79	TP   	TRNG_PT 	40.881472	71.786639
j79	TP   	TRNG_PT 	41.163056	70.563556
j79	LFV  	VOR     	42.017167	70.037278
j79	TP   	TRNG_PT 	43.395389	69.838639
j79	SEAER	RPRT_PT 	43.924528	69.491806
j79	BGR  	VORTAC  	44.841806	68.873944
j80	OAK  	VORTAC  	37.725917	122.223583
j80	ECA  	VORTAC  	37.833583	121.171417
j80	DUCKE	RPRT_PT 	37.897694	120.101056
j80	TIOGA	RPRT_PT 	37.932944	119.428028
j80	OAL  	VORTAC  	38.003250	117.770444
j80	ILC  	VORTAC  	38.250194	114.394222
j80	MLF  	VORTAC  	38.360361	113.013222
j80	JNC  	VORTAC  	39.059556	108.792583
j80	TRACI	RPRT_PT 	39.119778	108.503028
j80	GLENO	RPRT_PT 	39.347722	107.368917
j80	DBL  	VOR     	39.439333	106.894694
j80	FQF  	VORTAC  	39.690139	104.620972
j80	GLD  	VORTAC  	39.387861	101.692306
j80	HLC  	VORTAC  	39.258750	100.225861
j80	SLOWR	RPRT_PT 	39.303250	97.382111
j80	ANGEY	RPRT_PT 	39.303500	96.666000
j80	MKC  	VORTAC  	39.279361	94.591389
j80	SAAGS	RPRT_PT 	39.461167	93.293056
j80	TWAIN	RPRT_PT 	39.691111	91.465333
j80	BAYLI	RPRT_PT 	39.739250	91.049222
j80	CAP  	VORTAC  	39.892167	89.625444
j80	GORDO	RPRT_PT 	39.875694	88.496472
j80	VHP  	VORTAC  	39.814722	86.367583
j80	CREEP	RPRT_PT 	39.920944	84.308667
j80	EMPTY	RPRT_PT 	39.963306	83.186944
j80	BOWRR	RPRT_PT 	39.966111	83.032361
j80	WINTS	RPRT_PT 	40.011139	81.230944
j80	AIR  	VOR     	40.017028	80.817250
j80	SAXTO	COORDN FIX	39.981000	78.322083
j80	VINSE	RPRT_PT 	39.971167	77.955861
j80	LARRI	RPRT_PT 	39.950639	77.298361
j80	KIPPI	RPRT_PT 	39.943861	77.104722
j80	SUZIE	RPRT_PT 	40.453250	75.972750
j80	ETX  	VORTAC  	40.580972	75.683972
j80	ELIOT	RPRT_PT 	40.818528	75.130056
j80	SAX  	VORTAC  	41.067500	74.538333
j80	GANDE	RPRT_PT 	41.510167	73.814556
j80	BIGGO	RPRT_PT 	41.955806	73.067944
j80	BAF  	VORTAC  	42.161944	72.716194
j80	BGR  	VORTAC  	44.841806	68.873944
j81	DHP  	VORTAC  	25.799972	80.349028
j81	BRIKL	RPRT_PT 	26.138000	80.388389
j81	HEDLY	RPRT_PT 	26.582667	80.597000
j81	PHK  	VORTAC  	26.782722	80.691444
j81	TP   	TRNG_PT 	27.866556	81.087861
j81	ORL  	VORTAC  	28.542722	81.335000
j81	VQQ  	VOR     	30.213000	81.890917
j81	YULEE	RPRT_PT 	30.714528	81.819639
j81	CHESN	RPRT_PT 	30.839222	81.801806
j81	NOWAY	RPRT_PT 	31.206556	81.749000
j81	DUNKN	RPRT_PT 	31.978306	81.965444
j81	GRADY	RPRT_PT 	32.667778	82.042917
j81	IRQ  	VORTAC  	33.707361	82.162056
j82	BTG  	VORTAC  	45.747806	122.591528
j82	DNJ  	VORTAC  	44.767111	116.206278
j82	DBS  	VORTAC  	44.088861	112.209333
j82	CZI  	VOR     	43.999722	106.435722
j82	RAP  	VORTAC  	43.976056	103.012306
j82	VIVID	RPRT_PT 	43.860472	99.987611
j82	FSD  	VORTAC  	43.649528	96.781167
j82	FOD  	VORTAC  	42.611167	94.294833
j82	DBQ  	VORTAC  	42.401472	90.709083
j82	COTON	RPRT_PT 	42.319889	89.312167
j82	JOT  	VORTAC  	41.546389	88.318417
j82	HOBAR	RPRT_PT 	41.541806	87.208639
j82	GSH  	VORTAC  	41.525194	86.027972
j82	ASHEN	RPRT_PT 	41.480500	84.646778
j82	NAPOL	RPRT_PT 	41.460444	84.152139
j82	MAYZE	RPRT_PT 	41.438556	83.664083
j82	DJB  	VORTAC  	41.358083	82.161944
j82	DORET	RPRT_PT 	41.801639	80.584639
j82	JHW  	VOR     	42.188611	79.121278
j82	WAYLA	COORDN FIX	42.349611	77.815861
j82	VANGE	COORDN FIX	42.439417	77.026000
j82	MEMMS	RPRT_PT 	42.515833	76.310889
j82	WILET	RPRT_PT 	42.558833	75.888139
j82	LOXXE	RPRT_PT 	42.574889	75.725972
j82	ALB  	VORTAC  	42.747278	73.803194
j83	SPA  	VORTAC  	35.033639	81.927056
j83	SPAYD	RPRT_PT 	38.193528	82.324389
j83	APE  	VORTAC  	40.151083	82.588306
j83	WAAHU	RPRT_PT 	40.634500	82.419472
j83	DJB  	VORTAC  	41.358083	82.161944
j84	OAK  	VORTAC  	37.725917	122.223583
j84	DYBLO	RPRT_PT 	37.801333	121.988889
j84	LIN  	VORTAC  	38.074583	121.003861
j84	MELTS	RPRT_PT 	38.165583	120.488583
j84	SONNY	RPRT_PT 	38.335778	119.484528
j84	BABIT	RPRT_PT 	38.511472	118.384556
j84	MVA  	VORTAC  	38.565306	118.032833
j84	DTA  	VORTAC  	39.302306	112.505556
j84	EKR  	VOR     	40.067472	107.924889
j84	SNY  	VORTAC  	41.096667	102.983000
j84	OBH  	VORTAC  	41.375722	98.353583
j84	DEFIN	RPRT_PT 	41.842333	95.358694
j84	JORDY	RPRT_PT 	42.086472	93.525806
j84	DBQ  	VORTAC  	42.401472	90.709083
j84	COTON	RPRT_PT 	42.319889	89.312167
j84	OBK  	VORTAC  	42.223806	87.951639
j84	MOPER	RPRT_PT 	41.431278	87.786806
j84	WORDY	RPRT_PT 	40.675667	87.633389
j84	DNV  	VORTAC  	40.293778	87.557194
j85	DHP  	VORTAC  	25.799972	80.349028
j85	THNDR	RPRT_PT 	26.627333	80.866583
j85	LLAKE	RPRT_PT 	27.354889	81.329139
j85	INPIN	RPRT_PT 	28.659444	81.931528
j85	GNV  	VORTAC  	29.572222	82.362611
j85	TAY  	VORTAC  	30.504639	82.552917
j85	AMG  	VORTAC  	31.536528	82.508083
j85	TWINS	RPRT_PT 	32.778528	82.312194
j85	IRQ  	VORTAC  	33.707361	82.162056
j85	SPA  	VORTAC  	35.033639	81.927056
j85	NEALS	RPRT_PT 	37.596111	81.806833
j85	HVQ  	VORTAC  	38.349667	81.769917
j85	LAYED	RPRT_PT 	38.763667	81.797639
j85	TP   	TRNG_PT 	39.710750	81.862250
j85	OTMAN	RPRT_PT 	39.946972	81.904333
j85	BLISS	RPRT_PT 	40.327417	81.972694
j85	DJB  	VORTAC  	41.358083	82.161944
j86	BTY  	VORTAC  	36.800583	116.747639
j86	FUZZY	RPRT_PT 	36.200556	115.900250
j86	BLD  	VORTAC  	35.995778	114.863583
j86	PGS  	VORTAC  	35.624722	113.544472
j86	NAVHO	RPRT_PT 	35.406944	112.439861
j86	INW  	VORTAC  	35.061611	110.795028
j86	PYRIT	RPRT_PT 	34.869556	110.511417
j86	VERNO	RPRT_PT 	34.260694	109.627222
j86	ELP  	VORTAC  	31.815917	106.281889
j86	FIGMO	RPRT_PT 	31.590778	105.381861
j86	FST  	VORTAC  	30.952111	102.975722
j86	KEMPL	RPRT_PT 	30.720417	100.831833
j86	JCT  	VORTAC  	30.598028	99.817528
j86	SPURS	RPRT_PT 	30.393472	98.351306
j86	AUS  	VORTAC  	30.297528	97.703333
j86	PUFER	RPRT_PT 	30.214444	97.098806
j86	IAH  	VORTAC  	29.956944	95.345722
j86	WEEVE	RPRT_PT 	29.840167	94.459750
j86	PEKON	RPRT_PT 	29.623028	92.924167
j86	LEV  	VORTAC  	29.175222	90.104028
j86	SANTI	RPRT_PT 	28.850167	88.658667
j86	NEPTA	RPRT_PT 	28.610306	87.641167
j86	TP   	TRNG_PT 	28.435806	86.920167
j86	COVIA	RPRT_PT 	27.936306	84.736056
j86	BOXKR	RPRT_PT 	27.586000	83.298778
j86	SRQ  	VORTAC  	27.397778	82.554278
j86	LBV  	VORTAC  	26.828167	81.391444
j86	WINCO	RPRT_PT 	26.417361	80.971806
j86	DHP  	VORTAC  	25.799972	80.349028
j87	IAH  	VORTAC  	29.956944	95.345722
j87	TNV  	VORTAC  	30.289111	96.058556
j87	JUDDY	RPRT_PT 	30.527417	96.145889
j87	BILEE	RPRT_PT 	31.164472	96.381611
j87	TORNN	RPRT_PT 	31.520417	96.514778
j87	DFW  	VORTAC  	32.865917	97.028056
j87	ATOKA	RPRT_PT 	34.569500	96.406778
j87	DWINE	RPRT_PT 	35.202694	96.169083
j87	TOLLS	RPRT_PT 	35.733278	95.961667
j87	TUL  	VORTAC  	36.196278	95.788083
j87	COODY	RPRT_PT 	36.667167	95.500194
j87	BUM  	VORTAC  	38.272111	94.488222
j87	TYGER	RPRT_PT 	38.683333	94.083556
j87	DRIVL	RPRT_PT 	39.189333	93.570944
j87	SAAGS	RPRT_PT 	39.461167	93.293056
j87	IRK  	VORTAC  	40.134972	92.591722
j87	BURKK	RPRT_PT 	40.969139	91.230833
j87	MZV  	VORTAC  	41.321056	90.638083
j87	JOT  	VORTAC  	41.546389	88.318417
j87	OBK  	VORTAC  	42.223806	87.951639
j88	LAX  	VORTAC  	33.933139	118.432028
j88	RZS  	VORTAC  	34.509528	119.771000
j88	CEANO	RPRT_PT 	35.369528	120.487806
j88	ROBIE	RPRT_PT 	35.981500	121.009500
j88	SNS  	VORTAC  	36.663833	121.603194
j88	PYE  	VORTAC  	38.079750	122.867833
j89	HITTR	RPRT_PT 	29.096250	82.446972
j89	FAGAN	RPRT_PT 	29.429333	82.608139
j89	NECOS	RPRT_PT 	30.494528	83.135889
j89	OTK  	VOR     	30.780472	83.279694
j89	ICBOD	RPRT_PT 	31.264278	83.470611
j89	SOONE	RPRT_PT 	33.077417	84.205194
j89	ATL  	VORTAC  	33.629083	84.435056
j89	NOONE	RPRT_PT 	34.201833	84.574167
j89	SWAPP	RPRT_PT 	36.613833	85.182222
j89	IIU  	VORTAC  	38.103556	85.577472
j89	KURTZ	RPRT_PT 	38.972167	86.092639
j89	MACES	RPRT_PT 	40.003694	86.722972
j89	BVT  	VORTAC  	40.556111	87.069333
j89	FATOX	RPRT_PT 	40.801222	87.195972
j89	OBK  	VORTAC  	42.223806	87.951639
j89	BAE  	VORTAC  	43.116861	88.284361
j89	DLH  	VORTAC  	46.802167	92.202861
j89	YWG  	VORTAC  	49.927778	97.239222
j90	SEA  	VORTAC  	47.435389	122.309611
j90	BLUIT	RPRT_PT 	47.405944	120.418194
j90	MWH  	VOR     	47.210861	119.316806
j90	ODESS	RPRT_PT 	47.136889	117.974194
j90	HLN  	VORTAC  	46.606833	111.953472
j90	MLS  	VORTAC  	46.382194	105.953528
j90	ABR  	VOR     	45.417389	98.368722
j90	RWF  	VORTAC  	44.467250	95.128333
j90	MCW  	VORTAC  	43.094750	93.329861
j90	SUZYQ	RPRT_PT 	43.014722	92.174417
j90	VIKNG	RPRT_PT 	42.966000	91.543250
j90	LARVA	RPRT_PT 	42.882250	90.551639
j90	TP   	TRNG_PT 	42.840472	90.092528
j90	BRIBE	RPRT_PT 	42.798361	89.940361
j90	OBK  	VORTAC  	42.223806	87.951639
j91	INPIN	RPRT_PT 	28.659444	81.931528
j91	HITTR	RPRT_PT 	29.096250	82.446972
j91	CTY  	VORTAC  	29.599028	83.048722
j91	JOHNN	RPRT_PT 	31.523111	83.957389
j91	ATL  	VORTAC  	33.629083	84.435056
j91	NOTWO	RPRT_PT 	34.202778	84.301667
j91	VXV  	VORTAC  	35.904833	83.894722
j91	TONIO	RPRT_PT 	37.254222	83.029861
j91	BULEY	RPRT_PT 	37.658639	82.763833
j91	HNN  	VORTAC  	38.754139	82.026139
j91	SUMET	RPRT_PT 	39.300194	81.510278
j91	PYRAT	RPRT_PT 	39.537333	81.282556
j91	AIR  	VOR     	40.017028	80.817250
j92	LMT  	VORTAC  	42.153139	121.727528
j92	WNDEL	RPRT_PT 	40.393556	120.316222
j92	FMG  	VORTAC  	39.531278	119.656083
j92	BABIT	RPRT_PT 	38.511472	118.384556
j92	OAL  	VORTAC  	38.003250	117.770444
j92	LIDAT	RPRT_PT 	37.430222	117.278083
j92	BTY  	VORTAC  	36.800583	116.747639
j92	BLD  	VORTAC  	35.995778	114.863583
j92	CADDU	RPRT_PT 	34.978528	112.975333
j92	DRK  	VORTAC  	34.702583	112.480250
j92	PXR  	VORTAC  	33.433028	111.970194
j92	TFD  	VORTAC  	32.885861	111.908722
j92	ALMON	RPRT_PT 	32.383583	111.494806
j92	TUS  	VORTAC  	32.095194	110.914861
j92	VYLLA	RPRT_PT 	31.333444	110.949889
j93	GWIRE	RPRT_PT 	32.758694	115.906333
j93	JLI  	VORTAC  	33.140472	116.585944
j93	PDZ  	VORTAC  	33.918361	117.530000
j93	LAX  	VORTAC  	33.933139	118.432028
j94	OAK  	VORTAC  	37.725917	122.223583
j94	ECA  	VORTAC  	37.833583	121.171417
j94	FMG  	VORTAC  	39.531278	119.656083
j94	LLC  	VORTAC  	40.124917	118.577639
j94	BAM  	VORTAC  	40.569139	116.922250
j94	LCU  	VORTAC  	41.362944	113.840611
j94	OCS  	VORTAC  	41.590222	109.015306
j94	BFF  	VORTAC  	41.894167	103.482028
j94	ONL  	VORTAC  	42.470500	98.686917
j94	FOD  	VORTAC  	42.611167	94.294833
j94	DBQ  	VORTAC  	42.401472	90.709083
j94	COTON	RPRT_PT 	42.319889	89.312167
j94	OBK  	VORTAC  	42.223806	87.951639
j94	KUBBS	RPRT_PT 	42.298917	87.403083
j94	CLAUD	RPRT_PT 	42.438056	86.327944
j94	PMM  	VOR     	42.465472	86.105861
j94	HASTE	RPRT_PT 	42.670944	85.167417
j94	DEWIT	RPRT_PT 	42.801333	84.549417
j94	FNT  	VORTAC  	42.966056	83.741083
j94	ABELE	RPRT_PT 	43.165278	83.042306
j94	ECK  	VORTAC  	43.255889	82.717917
j94	YXU  	VORTAC  	43.038111	81.148472
j94	BUF  	VOR     	42.929000	78.646333
j94	HANKK	RPRT_PT 	42.895444	77.171389
j94	AUDIL	RPRT_PT 	42.871861	76.443056
j94	FABEN	RPRT_PT 	42.853333	75.952194
j94	ALB  	VORTAC  	42.747278	73.803194
j94	BOS  	VORTAC  	42.357472	70.989556
j95	DPK  	VOR     	40.791778	73.303667
j95	GAYEL	RPRT_PT 	41.406667	74.357167
j95	STOMP	RPRT_PT 	41.596306	74.796611
j95	BUFFY	RPRT_PT 	41.941111	75.612611
j95	CFB  	VORTAC  	42.157500	76.136472
j95	VANGE	COORDN FIX	42.439417	77.026000
j95	BUF  	VOR     	42.929000	78.646333
j96	LAX  	VORTAC  	33.933139	118.432028
j96	PDZ  	VORTAC  	33.918361	117.530000
j96	PKE  	VORTAC  	34.102000	114.682083
j96	DRK  	VORTAC  	34.702583	112.480250
j96	KEYKE	RPRT_PT 	34.949889	111.386917
j96	GUP  	VORTAC  	35.476000	108.872611
j96	CIM  	VORTAC  	36.491389	104.872000
j96	GCK  	VORTAC  	37.919083	100.725083
j96	SLN  	VORTAC  	38.925139	97.621361
j96	AGENT	RPRT_PT 	39.635750	94.802250
j96	KIDER	RPRT_PT 	39.781667	94.178333
j96	IRK  	VORTAC  	40.134972	92.591722
j96	NORIS	RPRT_PT 	40.612889	90.160056
j96	PIA  	VORTAC  	40.680056	89.792806
j96	JOT  	VORTAC  	41.546389	88.318417
j97	SLATN	RPRT_PT 	39.116833	66.999333
j97	LACKS	RPRT_PT 	40.000139	68.199389
j97	ACK  	VOR     	41.281833	70.026694
j97	BOS  	VORTAC  	42.357472	70.989556
j97	RUMMY	RPRT_PT 	43.478167	72.177250
j97	PLB  	VORTAC  	44.684972	73.522667
j98	LBL  	VORTAC  	37.044389	100.971194
j98	GAG  	VORTAC  	36.343722	99.880111
j98	IRW  	VORTAC  	35.358583	97.609222
j98	TUL  	VORTAC  	36.196278	95.788083
j98	SGF  	VORTAC  	37.355972	93.334056
j98	FAM  	VORTAC  	37.673444	90.234028
j99	IRQ  	VORTAC  	33.707361	82.162056
j99	VXV  	VORTAC  	35.904833	83.894722
j99	GHATS	RPRT_PT 	36.801861	84.567333
j99	RYANS	RPRT_PT 	37.387944	85.016944
j99	IIU  	VORTAC  	38.103556	85.577472
j100	LAX  	VORTAC  	33.933139	118.432028
